round_num,user_id,attitude_initial,attitude_update,desire_base,desire_final,preference_update,first_time_know_news,first_time_know_shock,preference_initial,know_news,know_shock,level,memories_for_self_posts,outcome_expectation,post_content,posted,posts_desire_reason,previous_post_state_changes,rec_times,seen_posts_from_network,seen_posts_from_rec,self_efficacy,tpb_reason,attitude_change,emotion_1,emotion_2,emotion_3,emotion_4,emotion_intensity_1,emotion_intensity_2,emotion_intensity_3,emotion_intensity_4,emotion_explanation_1,emotion_explanation_2,emotion_explanation_3,emotion_explanation_4,rec_decide_reason_1,rec_decide_reason_2,rec_decide_reason_3,rec_decide_reason_4
1,16,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,17,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,18,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,head,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,19,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,20,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,22,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,23,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,24,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,25,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,27,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,28,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,29,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,30,LIKE,LIKE,,,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,31,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,32,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,34,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,35,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,37,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,38,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,39,LIKE,LIKE,,,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,41,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,42,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,43,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,44,LIKE,LIKE,,,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,46,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,47,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,50,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,51,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,53,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,54,LIKE,LIKE,,,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,56,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,57,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,58,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,head,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,60,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,62,LIKE,LIKE,,,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,"You think that police officers deserve understanding and respect for their duty, consider that Floyd bore some responsibility for the tragedy (e.g., resisting arrest or drug use), sympathize with the officers under public criticism, support the Blue Lives Matter movement, or criticize what you see as excessive public blame toward law enforcement.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,63,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,tail,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,64,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,65,DISLIKE,DISLIKE,,,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,"You support or sympathize with George Floyd, view him as a victim of police brutality and racial injustice, hold a clearly critical stance toward the officers involved, continue to condemn excessive use of force even as more details emerge, or speak from the perspective of the Black community and the Black Lives Matter movement.",FALSE,FALSE,head,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
1,66,NONE,NONE,,,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,"You are unaware of the event or have not encountered related news, so you currently hold no opinion or position regarding it.",FALSE,FALSE,waist,,,,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
